,customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
3542,3543,21,Male,Australia,86574,94,13,59.69,0,22,0.6,0,Very satisfied with my purchase.,2025-08-05
3677,3678,31,Female,USA,51157,63,19,50.01,5,25,0.98,0,"Great experience, will shop again!",2025-09-30
9599,9600,47,Male,India,57138,5,20,28.5,9,23,0.42,0,Very satisfied with my purchase.,2025-10-06
3091,3092,19,Male,USA,124522,72,15,50.08,1,2,0.06,0,The website is easy to use.,2025-10-17
675,676,57,Male,India,55854,93,31,56.81,9,24,0.16,0,Love the products and fast shipping.,2025-08-24
8676,8677,70,Female,South Africa,36708,31,15,31.41,4,11,0.47,1,I will not be shopping here again.,2025-01-03
4884,4885,57,Female,Australia,171478,46,39,68.73,12,25,0.07,0,Very satisfied with my purchase.,2025-05-13
8079,8080,64,Female,USA,157900,96,30,70.46,6,23,0.94,0,The website is easy to use.,2025-06-14
1962,1963,56,Male,Canada,132619,88,44,59.91,14,20,0.31,0,The website is easy to use.,2025-07-14
1840,1841,29,Male,USA,70597,62,33,41.91,11,28,0.18,0,The website is easy to use.,2025-09-11
7168,7169,35,Female,India,28315,66,40,45.37,15,1,0.95,0,Very satisfied with my purchase.,2025-08-21
9898,9899,19,Male,USA,69662,80,13,47.29,0,2,0.01,0,"Great experience, will shop again!",2025-06-25
3538,3539,19,Male,South Africa,53255,20,5,24.87,0,3,0.55,1,Customer service was unhelpful.,2024-07-18
8026,8027,45,Male,India,52679,91,40,49.87,13,16,0.7,0,The website is easy to use.,2025-08-29
4866,4867,26,Female,Germany,72154,42,12,46.09,1,11,0.51,0,The website is easy to use.,2025-08-28
4174,4175,64,Female,USA,132974,78,35,53.32,11,21,0.93,0,"Great experience, will shop again!",2025-06-21
8088,8089,70,Female,UK,89694,81,16,49.47,2,21,0.38,0,Good quality and value for money.,2025-07-17
4377,4378,54,Female,Australia,151538,45,19,57.89,4,13,0.71,0,Love the products and fast shipping.,2025-10-16
6211,6212,32,Male,USA,85781,56,34,45.0,11,28,0.63,0,Love the products and fast shipping.,2025-07-05
4766,4767,65,Female,Brazil,24943,45,22,38.25,9,23,0.74,0,Excellent customer service.,2025-10-24
411,412,69,Female,Germany,87866,11,18,41.84,5,27,0.21,0,"Great experience, will shop again!",2025-10-24
613,614,31,Male,India,43844,88,27,49.19,8,5,0.81,0,Excellent customer service.,2025-10-03
6126,6127,30,Male,India,64290,28,9,40.82,2,27,0.62,0,The website is easy to use.,2025-10-13
5210,5211,20,Female,India,25451,74,9,35.74,0,22,0.03,0,Excellent customer service.,2025-07-08
1430,1431,31,Male,USA,93022,44,23,42.81,6,1,0.34,0,Good quality and value for money.,2025-09-06
2425,2426,62,Female,France,51831,52,13,40.16,2,6,0.8,0,Excellent customer service.,2025-07-05
8841,8842,40,Male,India,20986,78,38,48.18,14,18,0.86,0,Very satisfied with my purchase.,2025-06-15
3833,3834,48,Male,USA,165782,65,33,70.76,9,17,0.78,0,The website is easy to use.,2025-07-28
4718,4719,21,Female,India,22353,77,10,39.48,0,28,0.56,0,The website is easy to use.,2025-08-05
7185,7186,65,Male,Canada,173128,96,38,66.69,9,27,0.91,0,Excellent customer service.,2025-05-17
1417,1418,19,Female,France,71412,77,12,47.29,0,13,0.19,0,Good quality and value for money.,2025-09-02
7199,7200,68,Male,India,60243,31,14,29.98,3,11,0.13,0,Excellent customer service.,2025-09-19
604,605,23,Male,India,53995,87,19,54.14,3,13,0.95,0,The website is easy to use.,2025-05-18
1272,1273,52,Female,Germany,167475,9,12,61.86,2,3,0.09,1,Difficult to navigate the website.,2024-10-10
3964,3965,23,Male,Brazil,73992,2,14,34.34,5,19,0.98,0,Excellent customer service.,2025-06-05
6367,6368,56,Male,India,51909,76,25,48.46,7,27,0.55,0,Excellent customer service.,2025-05-02
8746,8747,66,Female,UK,131640,31,33,61.33,11,20,0.73,0,Very satisfied with my purchase.,2025-07-02
247,248,34,Male,Germany,58629,7,35,31.2,15,23,0.93,0,Love the products and fast shipping.,2025-09-24
9226,9227,66,Male,Germany,89786,18,16,38.68,5,26,0.99,0,Excellent customer service.,2025-07-27
1982,1983,40,Female,USA,143842,18,35,57.78,13,6,0.56,0,Very satisfied with my purchase.,2025-05-04
2835,2836,67,Male,India,47097,71,39,51.77,14,24,0.23,0,Very satisfied with my purchase.,2025-10-12
5375,5376,23,Male,Brazil,78824,26,10,42.86,2,25,0.13,0,Excellent customer service.,2025-05-08
199,200,39,Male,Japan,144866,92,31,69.57,7,16,0.92,0,Excellent customer service.,2025-05-05
485,486,58,Female,USA,156897,86,37,70.93,10,5,0.09,0,Love the products and fast shipping.,2025-05-26
6083,6084,59,Male,India,49417,63,23,44.04,7,8,0.66,0,The website is easy to use.,2025-07-31
8956,8957,18,Male,India,79449,58,9,54.7,0,27,0.23,0,Good quality and value for money.,2025-05-19
455,456,26,Male,UK,120345,63,29,65.64,7,6,0.86,0,"Great experience, will shop again!",2025-08-29
9798,9799,47,Male,India,94692,79,18,53.33,2,27,0.55,0,The website is easy to use.,2025-07-20
8826,8827,37,Female,Canada,147190,7,40,49.01,15,23,0.71,0,Excellent customer service.,2025-06-14
6515,6516,36,Female,Brazil,32009,2,5,26.88,1,23,0.55,0,Good quality and value for money.,2025-07-11
1721,1722,45,Male,UK,75385,85,33,59.01,10,25,0.02,0,"Great experience, will shop again!",2025-05-27
7050,7051,62,Male,Canada,87376,81,14,61.6,0,11,0.1,0,"Great experience, will shop again!",2025-06-27
6382,6383,28,Female,South Africa,26742,53,11,39.81,2,19,0.52,0,Good quality and value for money.,2025-06-28
8165,8166,61,Male,Germany,131865,74,29,66.99,8,6,0.25,0,"Great experience, will shop again!",2025-08-24
5767,5768,25,Male,USA,85980,73,23,44.43,5,26,0.27,0,"Great experience, will shop again!",2025-07-14
5809,5810,26,Female,USA,112493,90,16,52.17,1,23,0.17,0,"Great experience, will shop again!",2025-10-14
4626,4627,60,Male,Brazil,75898,31,19,42.14,6,21,0.79,0,Excellent customer service.,2025-06-26
862,863,27,Female,India,22547,18,22,37.67,9,25,0.77,0,"Great experience, will shop again!",2025-07-27
2094,2095,35,Female,India,28450,83,19,45.59,5,23,0.25,0,Good quality and value for money.,2025-06-02
947,948,45,Male,Germany,68487,82,43,51.91,15,7,0.8,0,Very satisfied with my purchase.,2025-08-01
5641,5642,38,Male,France,77515,98,26,48.14,6,5,0.62,0,Love the products and fast shipping.,2025-05-05
1444,1445,68,Female,India,92814,67,20,44.15,4,8,0.15,0,The website is easy to use.,2025-07-20
1280,1281,30,Female,Japan,58853,75,15,48.05,1,3,0.79,0,Excellent customer service.,2025-06-04
3110,3111,57,Male,USA,52438,43,29,43.82,10,29,0.47,0,Love the products and fast shipping.,2025-07-14
8952,8953,33,Female,India,49589,51,27,42.46,9,20,0.27,0,The website is easy to use.,2025-09-29
7609,7610,19,Female,UK,72782,19,9,38.35,1,28,0.89,1,Customer service was unhelpful.,2024-02-29
5135,5136,24,Female,France,27557,98,23,52.69,6,12,0.54,0,Excellent customer service.,2025-10-22
3016,3017,18,Male,Brazil,46500,42,5,46.15,0,18,0.59,0,Excellent customer service.,2025-09-26
2302,2303,18,Female,France,54285,2,3,38.57,0,22,0.47,0,Excellent customer service.,2025-09-11
2004,2005,48,Male,Brazil,63895,1,12,26.57,4,6,0.05,1,Difficult to navigate the website.,2025-01-31
4580,4581,37,Male,UK,71970,3,22,41.22,8,3,0.68,0,Love the products and fast shipping.,2025-05-09
8704,8705,50,Female,UK,119685,16,35,45.21,13,7,0.84,1,Customer service was unhelpful.,2024-06-02
1005,1006,52,Female,India,94794,63,39,47.38,14,9,0.64,0,"Great experience, will shop again!",2025-10-16
5138,5139,52,Male,USA,151629,90,21,73.24,2,28,0.9,0,Very satisfied with my purchase.,2025-10-13
4317,4318,45,Male,Germany,65978,43,35,37.51,13,8,0.02,0,Excellent customer service.,2025-05-04
6558,6559,33,Male,USA,56036,9,21,36.2,8,28,0.08,0,Very satisfied with my purchase.,2025-06-03
4387,4388,18,Female,India,70241,57,8,42.63,0,24,0.73,0,The website is easy to use.,2025-06-12
2132,2133,63,Male,USA,80750,54,42,56.77,15,13,0.47,0,Love the products and fast shipping.,2025-08-07
4265,4266,67,Female,UK,108812,45,22,54.83,5,10,0.57,0,Good quality and value for money.,2025-09-05
2057,2058,23,Female,Brazil,64067,21,9,42.58,2,6,0.75,1,I will not be shopping here again.,2024-10-11
5386,5387,25,Female,Germany,123710,97,30,71.09,6,29,0.43,0,Love the products and fast shipping.,2025-05-09
229,230,47,Female,Germany,169641,51,32,61.3,9,6,0.31,0,"Great experience, will shop again!",2025-05-16
2889,2890,58,Female,Germany,59943,80,37,45.1,13,28,0.87,0,Very satisfied with my purchase.,2025-07-19
4472,4473,41,Female,Japan,87106,26,37,41.6,15,21,0.25,0,The website is easy to use.,2025-06-28
6064,6065,39,Female,Brazil,51632,27,11,37.22,3,15,0.32,0,Very satisfied with my purchase.,2025-06-12
7924,7925,26,Male,India,58138,9,3,30.68,0,1,0.13,1,The product did not match the description.,2025-01-28
7649,7650,36,Male,USA,134491,88,42,57.94,13,2,0.71,0,Love the products and fast shipping.,2025-10-01
8381,8382,23,Female,Canada,121815,58,16,52.23,2,16,1.0,1,The product did not match the description.,2024-12-27
209,210,33,Male,USA,49090,72,29,51.39,10,19,0.45,0,Good quality and value for money.,2025-09-02
2758,2759,26,Female,UK,139110,95,25,67.0,4,22,0.66,0,Very satisfied with my purchase.,2025-09-01
8471,8472,52,Male,France,68049,95,20,59.43,3,16,0.04,0,Very satisfied with my purchase.,2025-06-02
2948,2949,47,Female,France,44244,1,17,26.89,7,18,0.77,0,Very satisfied with my purchase.,2025-08-03
7116,7117,64,Male,Brazil,86185,96,27,61.24,7,12,0.39,0,Very satisfied with my purchase.,2025-05-13
6330,6331,65,Male,Brazil,46300,34,14,26.27,3,19,0.66,0,"Great experience, will shop again!",2025-06-06
1728,1729,41,Female,Canada,106569,47,30,46.89,10,10,0.22,0,Good quality and value for money.,2025-05-31
4176,4177,19,Male,Germany,56891,28,7,42.08,0,20,0.1,0,Very satisfied with my purchase.,2025-06-21
337,338,26,Female,USA,46915,95,27,54.65,7,2,0.4,0,Love the products and fast shipping.,2025-05-19
4984,4985,44,Male,India,77991,14,14,40.61,4,22,0.22,0,The website is easy to use.,2025-07-08
6878,6879,62,Female,UK,102716,68,23,46.09,5,22,0.57,0,"Great experience, will shop again!",2025-07-12
7248,7249,28,Male,USA,54263,55,10,47.08,0,25,0.7,1,"Poor quality, item broke after a week.",2024-03-26
8452,8453,30,Female,Germany,119761,85,24,56.94,5,4,0.17,0,Love the products and fast shipping.,2025-07-22
1226,1227,47,Female,USA,135390,85,18,55.35,1,12,0.57,0,The website is easy to use.,2025-06-28
7608,7609,48,Male,Australia,127929,55,18,61.69,2,3,0.34,0,Love the products and fast shipping.,2025-09-08
6827,6828,36,Female,South Africa,65289,9,29,25.4,12,25,0.52,0,"Great experience, will shop again!",2025-08-22
3540,3541,67,Female,France,39019,54,35,30.72,13,26,0.96,0,Excellent customer service.,2025-08-10
5868,5869,28,Female,India,42145,62,26,41.42,8,23,0.15,0,Very satisfied with my purchase.,2025-08-08
2111,2112,60,Female,Canada,72150,83,11,47.36,0,14,0.22,0,"Great experience, will shop again!",2025-06-23
2691,2692,26,Male,USA,121556,64,20,57.82,3,24,0.24,0,Very satisfied with my purchase.,2025-05-06
7153,7154,29,Male,Japan,60996,95,31,48.42,8,25,0.11,0,Good quality and value for money.,2025-05-24
3707,3708,44,Male,USA,133523,67,41,66.33,13,4,0.88,0,"Great experience, will shop again!",2025-06-03
1017,1018,55,Male,Australia,75181,35,29,32.51,10,16,0.78,0,Good quality and value for money.,2025-07-27
8511,8512,56,Female,Brazil,91732,21,27,49.48,10,23,0.72,0,Very satisfied with my purchase.,2025-10-24
2807,2808,58,Male,USA,139317,19,22,61.24,6,9,0.16,1,The product did not match the description.,2025-03-12
5015,5016,65,Male,USA,93594,77,34,50.23,10,22,0.18,0,The website is easy to use.,2025-09-29
1928,1929,55,Male,Japan,71911,64,16,54.66,2,23,0.01,0,Very satisfied with my purchase.,2025-05-29
350,351,54,Male,India,91760,77,38,48.15,12,11,0.3,0,Very satisfied with my purchase.,2025-06-24
5173,5174,41,Male,Australia,73501,5,14,30.96,4,30,0.33,0,Excellent customer service.,2025-06-16
4192,4193,62,Male,UK,132590,78,15,65.27,0,27,0.31,0,Good quality and value for money.,2025-07-25
1934,1935,68,Male,USA,138514,28,42,49.76,15,27,0.54,0,"Great experience, will shop again!",2025-05-26
6901,6902,39,Male,Germany,86375,41,41,50.29,15,12,0.55,0,Very satisfied with my purchase.,2025-07-17
4823,4824,59,Male,UK,95796,34,16,45.19,4,3,0.68,0,Excellent customer service.,2025-07-12
564,565,30,Male,Brazil,24437,29,3,30.3,0,30,0.28,0,Good quality and value for money.,2025-05-29
1582,1583,18,Male,USA,131541,96,17,68.45,0,28,0.86,0,Love the products and fast shipping.,2025-06-21
4694,4695,41,Female,India,28012,34,9,22.93,2,9,0.49,0,Excellent customer service.,2025-05-31
2175,2176,39,Female,India,78983,37,13,42.93,3,4,0.47,0,Very satisfied with my purchase.,2025-06-29
7028,7029,43,Female,India,66766,76,27,42.31,7,9,0.41,0,Excellent customer service.,2025-09-19
4880,4881,30,Male,USA,43532,98,20,51.75,3,2,0.34,0,Good quality and value for money.,2025-09-21
2228,2229,19,Male,USA,116317,45,14,52.05,1,10,0.71,0,Love the products and fast shipping.,2025-05-23
1115,1116,44,Female,Japan,93323,34,29,35.54,11,12,0.47,0,"Great experience, will shop again!",2025-09-20
3126,3127,19,Female,USA,89096,9,5,37.33,0,4,0.6,1,Difficult to navigate the website.,2024-08-21
3544,3545,39,Male,USA,74496,28,21,39.39,8,2,0.22,0,The website is easy to use.,2025-05-08
5048,5049,37,Female,France,36569,14,27,21.41,11,30,0.82,1,Difficult to navigate the website.,2024-11-14
7476,7477,35,Male,USA,99738,27,27,37.34,9,14,0.88,0,Very satisfied with my purchase.,2025-10-22
821,822,34,Male,Japan,110683,21,17,47.7,4,1,0.43,1,The product did not match the description.,2024-11-11
6532,6533,20,Male,India,71646,24,9,47.88,1,17,0.72,0,The website is easy to use.,2025-07-03
2272,2273,46,Male,Germany,101754,34,7,41.22,0,3,0.73,1,Customer service was unhelpful.,2023-11-06
5545,5546,26,Male,Canada,143072,79,27,67.25,5,2,0.98,0,"Great experience, will shop again!",2025-10-11
81,82,21,Male,Canada,69755,79,16,43.3,3,20,0.55,0,Very satisfied with my purchase.,2025-08-21
1323,1324,50,Male,India,35350,35,24,24.34,9,19,0.32,0,The website is easy to use.,2025-09-29
9405,9406,49,Female,Brazil,24243,9,12,27.69,4,15,0.75,0,Good quality and value for money.,2025-09-30
1614,1615,26,Female,UK,75829,65,13,51.72,1,16,0.38,0,Good quality and value for money.,2025-09-21
831,832,70,Female,UK,158382,87,29,61.61,6,5,0.36,0,Excellent customer service.,2025-08-28
3883,3884,70,Female,USA,156350,19,20,55.45,5,13,0.33,1,The product did not match the description.,2024-04-05
8641,8642,52,Female,Germany,49281,3,5,21.82,0,5,0.21,1,Customer service was unhelpful.,2024-09-03
4464,4465,48,Male,Australia,94113,89,18,64.87,3,12,0.16,0,Very satisfied with my purchase.,2025-09-07
5339,5340,46,Male,Germany,86554,16,28,36.9,10,28,0.11,0,"Great experience, will shop again!",2025-08-07
8066,8067,62,Female,India,30909,43,10,36.43,2,13,0.45,0,Love the products and fast shipping.,2025-09-22
1649,1650,42,Female,Australia,56121,40,19,31.2,6,10,0.28,0,The website is easy to use.,2025-05-31
4065,4066,19,Male,Germany,110415,66,16,46.3,1,17,0.91,1,I will not be shopping here again.,2024-03-01
9665,9666,51,Female,Germany,80850,43,24,37.29,7,13,0.27,0,Excellent customer service.,2025-06-28
3038,3039,40,Male,USA,133979,25,26,46.19,9,18,0.31,1,Customer service was unhelpful.,2024-09-18
3320,3321,59,Female,India,42147,39,34,34.33,14,16,0.37,0,Excellent customer service.,2025-08-20
7143,7144,30,Female,Brazil,57846,14,13,30.4,3,22,0.94,1,I will not be shopping here again.,2025-02-03
6889,6890,38,Male,India,75540,33,28,41.32,11,29,0.5,0,Love the products and fast shipping.,2025-08-22
5092,5093,43,Male,Germany,79732,92,30,53.63,8,18,0.84,0,"Great experience, will shop again!",2025-08-08
3720,3721,46,Female,India,74533,31,11,40.85,2,4,0.8,0,Love the products and fast shipping.,2025-06-30
2423,2424,64,Female,France,88626,48,31,40.86,10,11,0.45,0,The website is easy to use.,2025-09-04
749,750,27,Female,India,34191,75,26,40.39,9,26,0.88,0,"Great experience, will shop again!",2025-05-30
5271,5272,34,Male,Canada,76695,86,24,50.97,6,9,0.55,0,Excellent customer service.,2025-06-24
2373,2374,30,Female,USA,112085,23,19,37.97,5,17,0.97,0,The website is easy to use.,2025-05-14
4693,4694,22,Female,Brazil,69714,69,12,47.29,1,3,0.13,1,The product did not match the description.,2024-12-26
9879,9880,59,Female,Germany,136132,15,10,47.64,0,29,0.44,0,Good quality and value for money.,2025-05-31
8370,8371,62,Male,Japan,50643,9,29,35.83,13,24,0.77,0,Love the products and fast shipping.,2025-08-18
7319,7320,59,Female,France,83946,6,26,29.07,11,5,0.39,0,Excellent customer service.,2025-07-23
4368,4369,35,Male,France,30327,19,10,19.87,3,9,0.91,0,"Great experience, will shop again!",2025-05-21
6785,6786,24,Female,UK,147966,99,23,78.32,3,19,0.42,0,"Great experience, will shop again!",2025-07-03
7401,7402,39,Male,France,61241,4,19,32.73,7,24,0.56,0,Love the products and fast shipping.,2025-07-28
1139,1140,38,Male,Canada,113236,28,38,44.07,14,21,0.42,0,Love the products and fast shipping.,2025-05-08
7631,7632,33,Male,Australia,78656,63,38,44.77,14,20,0.22,0,Excellent customer service.,2025-07-24
2231,2232,56,Male,USA,88320,23,31,48.49,12,19,0.94,0,Good quality and value for money.,2025-05-05
2164,2165,39,Male,India,47255,74,22,44.8,5,3,0.36,0,Very satisfied with my purchase.,2025-07-20
5217,5218,68,Female,India,33368,98,29,52.12,8,28,0.62,0,Good quality and value for money.,2025-07-03
9444,9445,63,Female,Brazil,90091,90,40,54.25,12,20,0.08,0,The website is easy to use.,2025-07-05
9237,9238,25,Male,USA,52425,66,15,52.68,2,1,0.92,0,The website is easy to use.,2025-05-28
4561,4562,31,Female,Brazil,62094,25,17,38.22,6,22,0.93,1,I will not be shopping here again.,2024-12-30
1570,1571,21,Male,Brazil,42438,97,15,46.82,1,1,0.05,0,Love the products and fast shipping.,2025-08-20
172,173,27,Male,France,76806,23,24,32.67,9,4,0.87,0,Love the products and fast shipping.,2025-10-17
7163,7164,22,Female,USA,51372,62,19,52.59,4,16,0.47,0,Love the products and fast shipping.,2025-08-25
2087,2088,62,Male,UK,173620,73,30,68.17,6,24,0.84,0,The website is easy to use.,2025-08-07
4667,4668,19,Female,USA,102377,42,13,58.69,1,12,0.23,0,Good quality and value for money.,2025-09-25
4565,4566,38,Male,Brazil,70215,78,23,49.89,5,1,0.13,0,"Great experience, will shop again!",2025-09-09
7089,7090,58,Male,India,60741,59,38,36.2,15,26,0.35,0,Good quality and value for money.,2025-09-01
6569,6570,69,Male,Germany,160752,51,40,60.32,13,13,0.8,0,Love the products and fast shipping.,2025-06-22
4783,4784,42,Male,Germany,137695,29,19,60.49,5,3,0.82,0,Very satisfied with my purchase.,2025-05-20
2684,2685,53,Male,Australia,61232,6,28,34.75,13,7,0.86,1,Customer service was unhelpful.,2023-11-01
1832,1833,38,Male,Australia,52749,65,35,34.06,12,4,0.11,0,Love the products and fast shipping.,2025-06-22
8546,8547,43,Male,USA,117332,25,24,41.99,8,6,0.7,0,Very satisfied with my purchase.,2025-08-28
5065,5066,32,Female,Germany,123013,77,34,65.31,10,25,0.29,0,Love the products and fast shipping.,2025-08-18
9130,9131,34,Male,USA,122427,3,26,39.57,10,18,0.56,1,Shipping was too slow.,2025-03-22
